author,committer,sha,body,date,URL,issue,files_changed
yyx990803,yyx990803,0f2cb09444e8b2a5fa41aaf8c94e6f2f43e00c2f,"fix: work around old Chrome bug

fix #6601",2017-10-02 21:12:17,https://api.github.com/repos/vuejs/vue/commits/0f2cb09444e8b2a5fa41aaf8c94e6f2f43e00c2f,['6601'],['src/platforms/web/runtime/modules/dom-props.js']
meyt,yyx990803,dd505438296dcbaae74fd28061600cea07cf25c0,"docs: typo fix (#6729)

https://github.com/vuejs/vue/blob/94512f3e8cee4030a1096121700ed49afab48073/src/platforms/web/entry-compiler.js#L5",2017-10-02 20:04:02,https://api.github.com/repos/vuejs/vue/commits/dd505438296dcbaae74fd28061600cea07cf25c0,,['packages/vue-template-compiler/README.md']
eddyerburgh,yyx990803,5fe7dc28d1249737cea57a26d13a9e9342b9007f,docs: add types directory to CONTRIBUTING.md (#6731),2017-10-02 20:03:32,https://api.github.com/repos/vuejs/vue/commits/5fe7dc28d1249737cea57a26d13a9e9342b9007f,,['.github/CONTRIBUTING.md']
clarkdo,yyx990803,64f9d68844cb6a1569ffe5228ecb753063d3f9ae,refactor: remove unnecessary condition (#6716),2017-09-29 18:33:27,https://api.github.com/repos/vuejs/vue/commits/64f9d68844cb6a1569ffe5228ecb753063d3f9ae,,['src/platforms/web/runtime/components/transition.js']
dak,yyx990803,4fd2ce813cd0a59bd544defe07f44a5731e45f84,"fix: allow an object's Symbols to be observed (#6704)

Attempting to parseFloat on a Symbol throws the error
`Cannot convert a Symbol value to a string`.

A Symbol can be cast to a string using `.toString()` or `String()` though,
so explicitly casting before parsing resolves the issue, allowing `Vue.set` to
be called on Symbols.",2017-09-28 14:53:40,https://api.github.com/repos/vuejs/vue/commits/4fd2ce813cd0a59bd544defe07f44a5731e45f84,,['src/shared/util.js']
yyx990803,yyx990803,4361a2b3aee55a30e0e6a779c1ef55cdf93a6f52,build: bump rollup version,2017-09-27 22:05:39,https://api.github.com/repos/vuejs/vue/commits/4361a2b3aee55a30e0e6a779c1ef55cdf93a6f52,,"['build/build.js', 'build/config.js', 'package-lock.json', 'package.json']"
yyx990803,yyx990803,df868c707f6196f84a5cb0c78c7c9a2ba0860fc2,build: bump flow version,2017-09-27 21:32:44,https://api.github.com/repos/vuejs/vue/commits/df868c707f6196f84a5cb0c78c7c9a2ba0860fc2,,"['package-lock.json', 'package.json', 'src/core/util/env.js']"
yyx990803,yyx990803,78fb66633bb0c873c28582118777dc5611ef237b,chore: update sponsors (add onsen ui),2017-09-26 14:21:15,https://api.github.com/repos/vuejs/vue/commits/78fb66633bb0c873c28582118777dc5611ef237b,,"['BACKERS.md', 'README.md']"
SheetJSDev,yyx990803,924bfec9bcd87ad7be77883d5180613a90d93a4b,doc: spelling and formatting (#6681),2017-09-25 16:31:27,https://api.github.com/repos/vuejs/vue/commits/924bfec9bcd87ad7be77883d5180613a90d93a4b,,"['benchmarks/ssr/README.md', 'packages/vue-template-compiler/README.md']"
yyx990803,yyx990803,c05e3c1bcab5c02cf75e45e2d14c2947cf65e293,chore: update sponsor,2017-09-25 14:36:51,https://api.github.com/repos/vuejs/vue/commits/c05e3c1bcab5c02cf75e45e2d14c2947cf65e293,,['README.md']
Hanks10100,yyx990803,2deda3d4328eb7aea0adb0eaf01d68537ed0e0af,"refactor(weex): Adjust the weex platform entry file to fit the new weex runtime (#6620)

* trim trailing whitespace

* revert(weex): remove the new Function hack for V8, as Weex uses JSC now

Remove the `callFunctionNative` method and `compileBundle`, which is provided by modified V8. In
order to maintain the consistency of the js engine, Weex also use JSC on Android. The legacy hack
for V8 engine should be removed.

* refactor(weex): move module and component apis to weex runtime

Modules and components should be registered in weex runtime, not the specific framework. The
`registerModules`, `registerComponents`, `weex.supports` and `weex.requireModule` api is moved to
weex runtime, which is in the ""apache/incubator-weex"" repo.

* test(weex): refactor the test cases to fit the new weex-js-runtime

* fix(weex): use document instead of renderer to create Element",2017-09-18 19:38:27,https://api.github.com/repos/vuejs/vue/commits/2deda3d4328eb7aea0adb0eaf01d68537ed0e0af,,"['build/config.js', 'package.json', 'src/platforms/weex/entry-framework.js', 'src/platforms/weex/runtime/node-ops.js', 'src/platforms/weex/util/index.js', 'test/weex/helpers/index.js', 'test/weex/runtime/attrs.spec.js', 'test/weex/runtime/class.spec.js', 'test/weex/runtime/components/richtext.spec.js', 'test/weex/runtime/events.spec.js', 'test/weex/runtime/framework.spec.js', 'test/weex/runtime/node.spec.js', 'test/weex/runtime/style.spec.js']"
ulivz,yyx990803,4441e0f9d16e924f409a3711140932c50590ced6,chore: correct the contributor link in CONTRIBUTING.md (#6621),2017-09-18 15:32:04,https://api.github.com/repos/vuejs/vue/commits/4441e0f9d16e924f409a3711140932c50590ced6,,['.github/CONTRIBUTING.md']
serima,yyx990803,a5939032de5f85e1994d2ecb5f8905c545a9e769,"ci: migrate to CircleCI 2.0 (#6627)

Improves upon #6041",2017-09-18 14:09:22,https://api.github.com/repos/vuejs/vue/commits/a5939032de5f85e1994d2ecb5f8905c545a9e769,,"['.circleci/config.yml', 'build/ci.sh', 'circle.yml']"
LukasDrgon,yyx990803,a9b6bc42fdafd87a0ac1b61644aae1b427c58ea0,chore: set jsDelivr default file (#6618),2017-09-18 13:47:13,https://api.github.com/repos/vuejs/vue/commits/a9b6bc42fdafd87a0ac1b61644aae1b427c58ea0,,['package.json']
yyx990803,yyx990803,4459b87de902cf3ba496a104304ca80d1c9824c1,"fix(core): avoid observing VNodes

fix #6610",2017-09-15 14:16:39,https://api.github.com/repos/vuejs/vue/commits/4459b87de902cf3ba496a104304ca80d1c9824c1,['6610'],['src/core/observer/index.js']
yyx990803,yyx990803,8164ce6169851d673ed0904289ece4c22ca20e95,chore: update sponsors,2017-09-14 16:49:02,https://api.github.com/repos/vuejs/vue/commits/8164ce6169851d673ed0904289ece4c22ca20e95,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,b080a14138262f0f274d0888555a11bd7387d576,"fix(ssr): fix hydration mismatch with adjacent text node from slots

fix vuejs/vue-loader#974",2017-09-14 16:25:22,https://api.github.com/repos/vuejs/vue/commits/b080a14138262f0f274d0888555a11bd7387d576,,"['src/core/vdom/helpers/normalize-children.js', 'test/unit/modules/vdom/patch/hydration.spec.js']"
yyx990803,yyx990803,94512f3e8cee4030a1096121700ed49afab48073,build: release 2.4.4,2017-09-14 15:32:41,https://api.github.com/repos/vuejs/vue/commits/94512f3e8cee4030a1096121700ed49afab48073,,"['package-lock.json', 'package.json']"
yyx990803,yyx990803,a32490f27dbc2994c456e2c9ab183630d3b42a21,build: build 2.4.4,2017-09-14 15:32:40,https://api.github.com/repos/vuejs/vue/commits/a32490f27dbc2994c456e2c9ab183630d3b42a21,,"['dist/vue.common.js', 'dist/vue.esm.js', 'dist/vue.js', 'dist/vue.min.js', 'dist/vue.runtime.common.js', 'dist/vue.runtime.esm.js', 'dist/vue.runtime.js', 'dist/vue.runtime.min.js', 'packages/vue-server-renderer/build.js', 'packages/vue-server-renderer/package-lock.json', 'packages/vue-server-renderer/package.json', 'packages/vue-template-compiler/package.json', 'packages/weex-template-compiler/build.js']"
yyx990803,yyx990803,a2f73f2c2e28771e6597334bd86f82851ce0955e,"fix(ssr): fix style injection regression

fix #6603, (regression caused by attempt to fix #6353)",2017-09-14 14:54:59,https://api.github.com/repos/vuejs/vue/commits/a2f73f2c2e28771e6597334bd86f82851ce0955e,"['6603', '6353']",['src/server/bundle-renderer/create-bundle-runner.js']
yyx990803,yyx990803,0c9534ff0069b5289ea9598bcb4f5e5ac346c979,fix(ssr): fix bundleRenderer Promise rejection regression,2017-09-14 13:50:33,https://api.github.com/repos/vuejs/vue/commits/0c9534ff0069b5289ea9598bcb4f5e5ac346c979,,"['src/server/bundle-renderer/create-bundle-runner.js', 'test/ssr/fixtures/promise-rejection.js', 'test/ssr/ssr-bundle-render.spec.js']"
yyx990803,yyx990803,5376dab415591011f6a9650a06e224fab4614af4,chore: fix bronze sponsors,2017-09-14 13:00:00,https://api.github.com/repos/vuejs/vue/commits/5376dab415591011f6a9650a06e224fab4614af4,,['BACKERS.md']
kazupon,yyx990803,ed88ac411403782bb0e249a9bad73c2174c27c5e,docs(packages): fix syntax (#6600),2017-09-14 12:37:53,https://api.github.com/repos/vuejs/vue/commits/ed88ac411403782bb0e249a9bad73c2174c27c5e,,['packages/vue-template-compiler/README.md']
yyx990803,yyx990803,7cea42b4ef34d6a502b9f7fb99fe295ee92876b2,chore: re-organize backers.md,2017-09-13 15:30:18,https://api.github.com/repos/vuejs/vue/commits/7cea42b4ef34d6a502b9f7fb99fe295ee92876b2,,['BACKERS.md']
yyx990803,yyx990803,4504cafa8dcece12538c8be4ae84fb93afcdafed,chore: re-organize README,2017-09-13 15:13:32,https://api.github.com/repos/vuejs/vue/commits/4504cafa8dcece12538c8be4ae84fb93afcdafed,,['README.md']
yyx990803,yyx990803,0a7ffb148c38848cb9f59a38b101abdec863f490,build: release 2.4.3,2017-09-13 07:57:30,https://api.github.com/repos/vuejs/vue/commits/0a7ffb148c38848cb9f59a38b101abdec863f490,,"['package-lock.json', 'package.json']"
yyx990803,yyx990803,ef432c6e86d34d891034fd7668a85793be4a2607,build: build 2.4.3,2017-09-13 07:57:29,https://api.github.com/repos/vuejs/vue/commits/ef432c6e86d34d891034fd7668a85793be4a2607,,"['dist/vue.common.js', 'dist/vue.esm.js', 'dist/vue.js', 'dist/vue.min.js', 'dist/vue.runtime.common.js', 'dist/vue.runtime.esm.js', 'dist/vue.runtime.js', 'dist/vue.runtime.min.js', 'packages/vue-server-renderer/basic.js', 'packages/vue-server-renderer/build.js', 'packages/vue-server-renderer/package.json', 'packages/vue-template-compiler/build.js', 'packages/vue-template-compiler/package.json']"
yyx990803,yyx990803,c8564abd624d4be405fe220c3b8769d56ca14a29,refactor: tweak dependArray change,2017-09-13 07:29:35,https://api.github.com/repos/vuejs/vue/commits/c8564abd624d4be405fe220c3b8769d56ca14a29,,['src/core/observer/index.js']
yyx990803,yyx990803,1c86b9ebebebc15ff9ef4ababa64194ef9c349a2,chore: ignore code that cannot be reached in PhantomJS,2017-09-13 07:08:39,https://api.github.com/repos/vuejs/vue/commits/1c86b9ebebebc15ff9ef4ababa64194ef9c349a2,,['src/core/instance/inject.js']
yyx990803,yyx990803,fa6a7290e3b8cb62fb7f999389f476617b56503e,"fix: $off should ignore undefined handler argument

fix #6591",2017-09-13 07:08:39,https://api.github.com/repos/vuejs/vue/commits/fa6a7290e3b8cb62fb7f999389f476617b56503e,['6591'],['src/core/instance/events.js']
ktsn,yyx990803,1baa0a7884cfa147df7623a34ee277f7d39c7a21,fix(types): add `inject` option in functional component options type (#6530),2017-09-13 06:25:50,https://api.github.com/repos/vuejs/vue/commits/1baa0a7884cfa147df7623a34ee277f7d39c7a21,,"['types/options.d.ts', 'types/test/options-test.ts', 'types/test/tsconfig.json']"
fenduru,yyx990803,aa820cba37b69772868c9cdb69235c424e23f529,"perf(core): prevent iteration of arrays that should not be observable (#6467)

close #6284",2017-09-13 06:24:49,https://api.github.com/repos/vuejs/vue/commits/aa820cba37b69772868c9cdb69235c424e23f529,['6284'],['src/core/observer/index.js']
Elevista,yyx990803,3ee62fd59e20030dd63c08c2390e803d034928fe,"fix(inject): exclude not enumerable keys of inject object (#6346)

close #6574",2017-09-13 05:05:11,https://api.github.com/repos/vuejs/vue/commits/3ee62fd59e20030dd63c08c2390e803d034928fe,['6574'],"['src/core/instance/inject.js', 'test/unit/features/options/inject.spec.js']"
yyx990803,yyx990803,1f52a2a9f433452c15715131ed74433a43d5cfb7,"fix(ssr): expose context.styles when no lifecycle styles are injected

fix #6353",2017-09-13 04:32:07,https://api.github.com/repos/vuejs/vue/commits/1f52a2a9f433452c15715131ed74433a43d5cfb7,['6353'],['src/server/bundle-renderer/create-bundle-runner.js']
yyx990803,yyx990803,09106f066a1ba71431e4f9f26246aaf619153e2e,"fix(ssr): handle v-text/v-html with non-string value

fix #6572",2017-09-13 03:23:24,https://api.github.com/repos/vuejs/vue/commits/09106f066a1ba71431e4f9f26246aaf619153e2e,['6572'],"['src/server/optimizing-compiler/codegen.js', 'test/ssr/ssr-string.spec.js']"
yyx990803,yyx990803,7116af4e07520040ed7328c39d0a456808bfe1e1,"fix: set value as domProp for <progress>

fix #6561",2017-09-13 02:06:07,https://api.github.com/repos/vuejs/vue/commits/7116af4e07520040ed7328c39d0a456808bfe1e1,['6561'],['src/platforms/web/util/attrs.js']
yyx990803,yyx990803,684cd7d21aa7cb9a40fb4a8542c4e08fb3801a86,"fix: preserve slot attribute if not resolved by Vue

close #6553",2017-09-13 01:45:44,https://api.github.com/repos/vuejs/vue/commits/684cd7d21aa7cb9a40fb4a8542c4e08fb3801a86,['6553'],"['src/compiler/parser/index.js', 'src/core/instance/render-helpers/resolve-slots.js', 'test/unit/features/component/component-slot.spec.js', 'test/unit/modules/compiler/codegen.spec.js']"
yyx990803,yyx990803,844a540c647dfa93dc714540953524830dd3475a,"fix: do not use MutationObserver in IE11

MutationObserver is unreliable in IE11. fix #6466",2017-09-12 23:56:18,https://api.github.com/repos/vuejs/vue/commits/844a540c647dfa93dc714540953524830dd3475a,['6466'],['src/core/util/env.js']
yyx990803,yyx990803,6f312d636c3d6049dc9e60007f88ea871b8e8173,"fix(v-model): fix input listener with modifier blocking v-model update

fix #6552",2017-09-12 23:29:34,https://api.github.com/repos/vuejs/vue/commits/6f312d636c3d6049dc9e60007f88ea871b8e8173,['6552'],"['src/core/vdom/helpers/update-listeners.js', 'test/unit/features/directives/model-text.spec.js']"
yyx990803,yyx990803,a977740816d131d6490ec73e3df2444f51841c42,chore: update backers.md for tiered open collective sponsors,2017-09-12 18:18:23,https://api.github.com/repos/vuejs/vue/commits/a977740816d131d6490ec73e3df2444f51841c42,,['BACKERS.md']
yyx990803,yyx990803,0b8257365a4c34bb9845d3bd2a1d8ac1ffc949c4,chore: update open collective sponsors with all tiers,2017-09-12 18:07:19,https://api.github.com/repos/vuejs/vue/commits/0b8257365a4c34bb9845d3bd2a1d8ac1ffc949c4,,['README.md']
clarkdo,yyx990803,95e4e707d2e7120586ff30d16e0c7cf7faf400bc,"refactor: remove ternary operator because key is always true (#6576)

Signed-off-by: Clark Du <clark.duxin@gmail.com>",2017-09-12 13:11:21,https://api.github.com/repos/vuejs/vue/commits/95e4e707d2e7120586ff30d16e0c7cf7faf400bc,,['src/compiler/codegen/index.js']
samayo,yyx990803,3f42562de766a90f35ffa9a9efd1234814ad390c,"chore: fix comment typo (#6573)

correct ""a input"" to ""an input""",2017-09-12 13:10:39,https://api.github.com/repos/vuejs/vue/commits/3f42562de766a90f35ffa9a9efd1234814ad390c,,['dist/vue.js']
clarkdo,yyx990803,1a19c418b1e71f39d2095d60de59fcd650719523,chore(docs): update packages readme links which point to 404 (#6577),2017-09-12 13:10:18,https://api.github.com/repos/vuejs/vue/commits/1a19c418b1e71f39d2095d60de59fcd650719523,,"['packages/vue-server-renderer/README.md', 'packages/vue-template-compiler/README.md', 'packages/weex-template-compiler/README.md', 'packages/weex-vue-framework/README.md']"
ulivz,yyx990803,88487dbaf3af2e3c8c28ce7015dffc07df2128c1,build: refactor build alias (#6570),2017-09-11 17:16:34,https://api.github.com/repos/vuejs/vue/commits/88487dbaf3af2e3c8c28ce7015dffc07df2128c1,,['build/alias.js']
clarkdo,yyx990803,76182a2645ac81535179c926f3192b6762d514f0,chore: remove always falsy condition on perf (#6547),2017-09-11 17:13:37,https://api.github.com/repos/vuejs/vue/commits/76182a2645ac81535179c926f3192b6762d514f0,,['benchmarks/dbmon/lib/memory-stats.js']
ulivz,yyx990803,949ec34cf72517285b197e63d5af511a75c970d0,chore: correct the contributor link (#6571),2017-09-11 17:12:39,https://api.github.com/repos/vuejs/vue/commits/949ec34cf72517285b197e63d5af511a75c970d0,,['README.md']
yyx990803,yyx990803,aa35ec9adcdb9f173552e244c321244bdd4875b6,chore: update financial contribution info,2017-09-11 16:30:58,https://api.github.com/repos/vuejs/vue/commits/aa35ec9adcdb9f173552e244c321244bdd4875b6,,"['.github/CONTRIBUTING.md', '.github/ISSUE_TEMPLATE.md', 'BACKERS.md', 'README.md']"
yyx990803,yyx990803,f956a9914ac5789c33b9e948110f3558a801d737,chore: update backers,2017-09-11 16:02:56,https://api.github.com/repos/vuejs/vue/commits/f956a9914ac5789c33b9e948110f3558a801d737,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,e51c0c0e68c53363caaf7f5893460a360b0e6bd7,chore: update backers,2017-09-09 17:47:16,https://api.github.com/repos/vuejs/vue/commits/e51c0c0e68c53363caaf7f5893460a360b0e6bd7,,['BACKERS.md']
vuchl,yyx990803,b77a298cf3d20691a3b32eb8d7f62d2a67a430ae,chore: fixed typo in changelog section (#6549),2017-09-08 13:27:19,https://api.github.com/repos/vuejs/vue/commits/b77a298cf3d20691a3b32eb8d7f62d2a67a430ae,,['README.md']
jsoref,yyx990803,f477ecdbbb1a86ffcf4508ab0f7351277a649a7e,chore: spelling (#6535),2017-09-07 11:33:09,https://api.github.com/repos/vuejs/vue/commits/f477ecdbbb1a86ffcf4508ab0f7351277a649a7e,,"['benchmarks/dbmon/lib/memory-stats.js', 'examples/svg/svg.js', 'src/core/instance/lifecycle.js', 'src/platforms/web/runtime/modules/style.js', 'src/platforms/weex/entry-framework.js', 'src/platforms/weex/util/index.js', 'src/server/template-renderer/index.js', 'test/ssr/compile-with-webpack.js', 'test/ssr/ssr-string.spec.js', 'test/unit/features/component/component-slot.spec.js', 'test/unit/features/directives/model-select.spec.js', 'test/unit/features/directives/on.spec.js', 'test/unit/features/global-api/use.spec.js', 'test/unit/features/instance/methods-data.spec.js', 'test/unit/features/options/inject.spec.js', 'test/unit/features/transition/transition-group.spec.js', 'test/unit/karma.cover.config.js', 'test/unit/modules/compiler/codegen.spec.js', 'test/unit/modules/observer/scheduler.spec.js', 'test/unit/modules/vdom/modules/directive.spec.js']"
yyx990803,yyx990803,0f00f8fc2b83b964bb929b729a7c9e3675b52106,"fix(ssr): better handle v-html hydration

fix #6519",2017-09-07 02:24:51,https://api.github.com/repos/vuejs/vue/commits/0f00f8fc2b83b964bb929b729a7c9e3675b52106,['6519'],"['src/core/vdom/patch.js', 'test/unit/modules/vdom/patch/hydration.spec.js']"
yyx990803,yyx990803,f323719f20d2e2e8f61c60a07080bbfa8b7c0273,chore: add line numbers to flow link in compiler readme,2017-09-06 06:24:29,https://api.github.com/repos/vuejs/vue/commits/f323719f20d2e2e8f61c60a07080bbfa8b7c0273,,['packages/vue-template-compiler/README.md']
javoski,yyx990803,679cd1fef448989bf645313c391e4134ecd9f593,"fix: support prop type checking for primitive wrapper objects (#6450)

close #6447",2017-09-05 20:23:53,https://api.github.com/repos/vuejs/vue/commits/679cd1fef448989bf645313c391e4134ecd9f593,['6447'],"['src/core/util/props.js', 'test/unit/features/options/props.spec.js']"
yyx990803,yyx990803,08bc7595fd57f8f52db83ae1b6bc9b7a33cdd4f9,refactor: simplify html parser regex,2017-09-05 20:21:35,https://api.github.com/repos/vuejs/vue/commits/08bc7595fd57f8f52db83ae1b6bc9b7a33cdd4f9,,['src/compiler/parser/html-parser.js']
mingmingwon,yyx990803,31d3ec62ceb40da4375c10c5bd02a7a8fee9fcc7,refactor: simplify html parser attribute regex (#6414),2017-09-05 20:14:36,https://api.github.com/repos/vuejs/vue/commits/31d3ec62ceb40da4375c10c5bd02a7a8fee9fcc7,,['src/compiler/parser/html-parser.js']
HerringtonDarkholme,yyx990803,38d52182bf8915628314e2aea7d2cc41ec39a0d6,"fix(types): allow variadic plugin use (#6363)

 fix #6357",2017-09-05 20:02:38,https://api.github.com/repos/vuejs/vue/commits/38d52182bf8915628314e2aea7d2cc41ec39a0d6,['6357'],"['types/test/plugin-test.ts', 'types/vue.d.ts']"
jkzing,yyx990803,3c216755f6eb656c6d864265a8dc7b51b3ae971b,"fix(provide): provide should default to parentVal during merging (#6473)

fix #6436",2017-09-05 20:01:50,https://api.github.com/repos/vuejs/vue/commits/3c216755f6eb656c6d864265a8dc7b51b3ae971b,['6436'],"['src/core/util/options.js', 'test/unit/features/options/inject.spec.js']"
ktsn,yyx990803,a67b795b3661f6f223420339f3eeb07a913207de,"types: add TypeScript declarations of webpack plugins (#6325)

close #6301",2017-09-05 19:57:05,https://api.github.com/repos/vuejs/vue/commits/a67b795b3661f6f223420339f3eeb07a913207de,['6301'],"['packages/vue-server-renderer/client-plugin.d.ts', 'packages/vue-server-renderer/package.json', 'packages/vue-server-renderer/server-plugin.d.ts', 'packages/vue-server-renderer/types/plugin.d.ts', 'packages/vue-server-renderer/types/test.ts']"
